DATE_TIME,DESCRIPTION,LAST_UPDATED,LOCATION,LOCATION_GMAPS,NAME,NOTES,ORGANIZER,SOCIAL,SOURCE,TAGS,TYPES,URL
"May 27, 2017","Your DGB for today is to increase awareness about independent plastic recycling.
[Precious Plastic](https://preciousplastic.com/en/)
knows their program is for the go-getter. They?re aware you probably won?t build your own plastic recycling machine, they just want to get the word out to people who might. Are you a young, childless hipster with some milk crates who would love to post all over social media about your new artisan recycling factory? Wonderful! Carry the torch for us all. If not, surely you have a few friends who fit this description, right? (Hint: they are already recycling used cooking oil to power their vintage diesel Mercedes.)
We have finite natural resources, which the Trump administration isn?t particularly interested in protecting. If they get their way, we may need to recycle old plastic grocery bags into medical equipment in the next few decades. Until then, you can create super cool one-of-a-kind stuff like
[this](https://preciousplastic.com/en/creations/)
.",2017-06-07 01:49:42.978694,,"www.google.com/maps?q=40.7207559,-74.00076130000002",At Home Plastic Recycling,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Reduce', 'Reuse', 'Recycle', 'Fossil Fuels']",['Awareness'],https://www.dailygrabback.com/todays-grab-1/2017/5/27/at-home-plastic-recycling
"May 26, 2017","Your DGB for today is to contact Senator Mitch McConnell and demand they add some women to the group of 13 men who are drafting the Senate?s version of the new AHCA bill.
Senate Republicans are showing their misogyny by forming a
[group of 13 men](http://www.cnn.com/2017/05/05/politics/senate-republican-health-care-men/)
to draft the new AHCA bill.
Not a single woman is in the group, despite the fact that women make up half of this nation?s population and the AHCA bill will directly affect them, oftentimes more than men since the simple fact that you are a women typically tosses you into the pre-existing condition category.
The group is lead by Senate Majority leader Mitch McConnell, so we are asking you to contact him and demand female representation. His nickname is Turtle, so don?t be surprised if he hides in his shell when you try to call him out. You can find his different office locations and phone numbers on
[his page](https://www.mcconnell.senate.gov/public/index.cfm/officelocations)
, as well as a contact form, if you choose to email him. You can also tweet him @SenateMajLdr. We suggest using the DGB hashtag #McConnellingHealthCare. Want to go even further?
[Contact a female senator](https://www.senate.gov/senators/contact/)
from your state or a neighboring state and ask them to demand they be added to the group drafting the AHCA bill.
Women make up 50% of the nation?s population, why aren?t women represented by those writing laws that affect our health?",2017-06-07 01:49:48.447633,,"www.google.com/maps?q=40.7207559,-74.00076130000002",13 is an Unlucky Number,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Representation', 'AHCA', 'Congress', 'Mitch McConnell']",['Politics'],https://www.dailygrabback.com/todays-grab-1/2017/5/25/13-is-an-unlucky-number
"May 25, 2017","Your DGB for today is to check out
[It?s On Us](http://www.itsonus.org/ )
and take the pledge to help end sexual assault and the rape culture that fosters it.
ItsOnUs.org is a campus-focused campaign that teaches students how to combat rape culture on college campuses and beyond. The organization tackles both individual and institutional factors that lead to rape culture. It strives to empower students to call out bad behavior, insist on consent, intervene if they see an assault in progress, and to hold their schools accountable for policies that contribute to the problem.
We are asking you to take the pledge, but you can also donate, buy a t-shirt to wear your support, sign up for their newsletter, and even ask them to come to your local college campus. The MAGA crowd likes to make fun of the term, but the truth is that we all deserve safe spaces to live, work, and learn. Sign on to help make that happen.",2017-06-07 01:49:49.176727,,"www.google.com/maps?q=40.7207559,-74.00076130000002",It?s On Us,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Rape Culture', 'Sexual Assault', 'Campus Safety', 'Consent']",['Action'],https://www.dailygrabback.com/todays-grab-1/2017/5/25/its-on-us
"May 24, 2017","Your DGB for today is to contact the Tulsa Police Department and demand they fire murderer Betty Shelby.
If you haven?t heard any backstory on Betty Shelby, here?s the brief
[breakdown](http://www.cnn.com/2017/05/17/us/tulsa-police-shooting-trial/)
. Basically, Officer Betty Shelby shot Terence Crutcher, an unarmed black man, because she feared he was reaching for a gun? through a rolled up window. Yeah, we know. Jurors believed that she was in fear for her life and she was found not guilty of felony manslaughter on May 17th. As if that verdict does not sting enough, Officer Betty Shelby is now back on active duty, earning a huge WTF from DGB.
What we want you to do today is contact the Tulsa PD and demand Officer Betty Shelby be fired from her job. You can contact them by phone and file an anonymous complaint with Internal Affairs at (918) 596-1355. Feel free to cite statistics like the
[183 instances of deadly force](http://www.tulsaworld.com/interactive-graphic-deadly-force/html_e672a2d1-e724-51d4-b060-79096aa7d6a5.html)
in the past ten years (11 so far this year), in the state of Oklahoma and we need to set an example by firing Betty Shelby.
You can also use their online form, email, or even send them a letter or postcard. All of the contact info can be found on their
[Internal Affairs contact page](https://www.tulsapolice.org/content/internalaffairs.aspx)
.
If you want to go further, get in touch with the
[Oklahoma Division of Black Lives Matter](https://www.facebook.com/blacklivesmatterokc/)
and see what you can do to help. Whether it?s calling people, donating money to their organization, or attending an event, we need to support the people who are busting their asses to make a change in our communities.
Terence Crutcher deserves justice, as do all the other people of color whose lives are taken by officers, simply because their skin was scary. We understand that not all police are bad, and some of us even have family in the force, but you know the saying ?One bad apple spoils the whole bunch?"" It?s about time we start tossing out the bad apples.",2017-06-07 01:49:49.661364,,"www.google.com/maps?q=40.7207559,-74.00076130000002",One Bad Apple,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Black Lives Matter', 'Terence Crutcher', 'Say His Name', 'Betty Shelby']",['Community Activism'],https://www.dailygrabback.com/todays-grab-1/2017/5/24/one-bad-apple
"May 23, 2017","Your DGB for today is to promote programs like
[The News Literacy Project](http://www.thenewsliteracyproject.org/)
and to brush up on your own fake news spotting skills.
Fake news has been a hot topic lately. Trump and his supporters tend to shout ?FAKE NEWS? about any news story that doesn?t fit with their warped ideas of how the world works. Check any comments section on a story about Trump?s presidency and possible downfall and you?ll see numerous dismissals of the ?fake news?. Here are some actual comments from Facebook on a CNN article about Trump attempting to compromise Comey:
?
This obsession about the alledged (sic) Trump's ties with Russia can only be explained as a paranoia.USA is obviously in a state of internal conflict and this will not be solved easy.The Russian card is a pure propaganda.?
?CNN and MSNBC have declared war on our duly elected President. Who else's thinks it's time to start using social and mainstream media to identify seditious activity and start filling up the FEMA camps??
?Says who? Another fake unnamed source! CNN and their destroy America, destroy the first and second amendment, destroy our constitution, destroy the electoral college via their brainwashed cult followers!!?
These comments are why we HATE reading comments sections. There were hundreds more like this and that?s a huge problem. Many people just don?t know how to spot fake news anymore and when actual news breaks, they claim it?s fake because it doesn?t fit the narrative that has been fed to them by websites like Breitbart.
This is where The News Literacy Project comes in. NLP aims to teach middle and high school students how to spot fake news, be informed and engaged citizens, and encourages them to share and produce their own fair, accurate, and responsible news content. We encourage you to reach out to local schools and ask that they work NLP into their curriculum, either by offering an after school program or a classroom or virtual classroom program. You can also donate and support them on their website linked above. Fake news is an issue for both parties, and now more than ever it is important to learn how to spot it. We want you to check out
[FactCheck.org?s article](http://www.factcheck.org/2016/11/how-to-spot-fake-news/)
on how to spot fake news.
It gives important tips like checking the source, reading beyond the headline, and checking the date.
We don?t want you to be embarrassed by accidentally sharing an Onion piece thinking it?s real news and we definitely don?t want you sharing a fake news story that is not only false, but can put people?s lives at risk like
[Pizzagate](https://www.washingtonpost.com/local/pizzagate-from-rumor-to-hashtag-to-gunfire-in-dc/2016/12/06/4c7def50-bbd4-11e6-94ac-3d324840106c_story.html)
.
Combat the assault on accurate journalism and learn how to spot fake news.",2017-06-07 01:49:50.185690,,"www.google.com/maps?q=40.7207559,-74.00076130000002",News Literacy,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Fake News', 'News Literacy', 'Spotting Fake News', 'The News Literacy Project']",['Education'],https://www.dailygrabback.com/todays-grab-1/2017/5/22/news-literacy
"May 22, 2017","Your DGB for today is to help save
[Everyday Feminism](http://everydayfeminism.com/about-ef/)
.
Everyday Feminism is an educational platform for progressive thought and articles. They?ve been around since 2012 and their mission is to ?
help people dismantle everyday violence, discrimination, and marginalization through applied intersectional feminism and to create a world where self-determination and loving communities are social norms through compassionate activism.? In addition to their online magazine, Everyday Feminism also offers online
[Compassionate Activism](http://www.compassionateactivism.com/)
training that includes free webinars and online training courses like ?Healing from Toxic Whiteness.?
Everyday Feminism is in danger of shutting down. They are running an online campaign to help keep them afloat. There are many ways to help save Everyday Feminism. First and easiest is to donate to their
[Emergency May Booster Fund](https://everydayfeminism.com/donate-to-ef/?utm_source=SaveEF-sticky-bar-desktop&utm_campaign=SaveEF-sticky-bar-desktop)
.
If you don?t have any extra cash laying around, you can also support them by sharing their articles and using the #SaveEF hashtag across social media. You can also join their team, write articles for them, or even book a speaker. EF is an important online resource for anyone who is working on intersectionality and we need to do everything we can to help keep them above water. White cis fragility seems to be at an all time high and the only way to combat it is to learn about white undeserved advantages and to engage in discrimination awareness, of which Everyday Feminism gives you your daily dose.",2017-06-07 01:49:50.808449,,"www.google.com/maps?q=40.7207559,-74.00076130000002",Save Everyday Feminism,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Everyday Feminism', 'Save Everyday Feminism', 'Intersectionality', 'Fragility']",['Awareness'],https://www.dailygrabback.com/todays-grab-1/2017/5/22/save-everyday-feminism
"May 21, 2017","Your DGB for today is to take a
[short quiz](https://www.facebook.com/nytopinion/posts/1593688427312774)
on spotting fake quotations.
Fake or falsely attributed quotations are prevalent in politics on BOTH the
[right](http://www.huffingtonpost.com/entry/gop-posts-fake-lincoln-quote_us_58a0b778e4b094a129ec104c )
and
[left](http://www.snopes.com/1998-trump-people-quote/ )
sides of the aisle.
As much as we want that Trump quote to be true, it?s not, and integrity is more important than schadenfreude, especially in the age of fake news and a Pathological Liar-In-Chief.
Sure, attribution of obscure quotations is a bit snobby and probably won?t make or break your success in life, but we do need to practice critical reading every chance we can get.",2017-06-07 01:49:51.321352,,"www.google.com/maps?q=40.7207559,-74.00076130000002",?I like big butts and I cannot lie.? -Thoreau,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Thoreau', 'Lincoln', 'Sir Mix-A-Lot', 'Fake News']",['Quiz'],https://www.dailygrabback.com/todays-grab-1/2017/5/21/i-like-big-butts-and-i-cannot-lie-thoreau
"May 20, 2017","Your DGB for today is to tweet Bill Keating (D-MA-9) and let him know you?re concerned about the future of the Cape Cod National Seashore.
Recently, the Trump administration ordered a halt to the Cape Cod National Seashore Advisory Commission, which has overseen the management of the 44,000 acre preserved land since 1961. While the organization does not make policy, their oversight is a layer of protection for the forty miles of unspoiled beaches, marshes, and cultural landmarks. Under Trump, and Secretary of the Interior, Ryan Zinke, the conservation of public lands is, at best,
[a low priority](http://www.newyorker.com/tech/elements/what-will-become-of-federal-public-lands-under-trump)
. At worst, our federal government could be moving toward land transfer deals and commercial interests in some of the places that truly make our country great.
Congressman Keating is a Democrat and a conservationist, so we just need to let him know that we care and there will be public pressure to help him preserve the beautiful open spaces in his district.
Example:
.@USRepKeating We won?t stand for the suspension of the CCNS Advisory Commission or the deprioritizing of public lands. #ProtectTheCape
If you are interested in donating to Friends of the Cape Cod National Seashore, you can do so here:
[http://www.fccns.org/donate.html](http://www.fccns.org/donate.html)
Learn more about the area here:
[https://www.nps.gov/caco/index.htm](https://www.nps.gov/caco/index.htm)",2017-06-07 01:49:57.009107,,"www.google.com/maps?q=40.7207559,-74.00076130000002",Protect The Cape Cod National Seashore,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Cape Cod National Seashore', 'National Parks', 'Congress', 'Public Lands']",['Tweet'],https://www.dailygrabback.com/todays-grab-1/2017/5/19/protect-the-cape-cod-national-seashore
"May 19, 2017","Your DGB for today is to participate in Endangered Species Day.
Endangered Species Day was started in 2006 by the United States Congress and works to educate people of all ages about the importance of protecting endangered species. Animals like the Bowhead Whale, the Mexican Gray Wolf, and the Florida Panther need our help.
The
[Endangered Species Coalition Website](http://www.endangered.org/campaigns/endangered-species-day/)
has provided a ton of educational and fun ideas to participate in Endangered Species Day.
You can send an
[e-card](http://action.endangered.org/p/salsa/web/common/public/content?content_item_KEY=9973)
(our favorite is the black-footed ferret card. ?Reminds us of another weasel, only better looking.)
You can
[donate](https://org2.salsalabs.com/o/6014/p/salsa/donation/common/public/?donate_page_KEY=1119)
to help save endangered species.
You can follow the link provided to add your name to a variety of petition letters to members of government
. Lastly, you can peruse the
[youth art submissions](http://www.endangered.org/2016-saving-endangered-species-youth-art-contest-winners/)
depicting endangered species (wow, we were so impressed with the talent of these young artists!)
There are so many great ideas on the website for how you can help protect endangered animals, so we encourage you to take a minute to check out the site and offer your support in the way that works best for you. Please help protect those that can?t protect themselves.",2017-06-07 01:49:57.842540,,"www.google.com/maps?q=40.7207559,-74.00076130000002",Endangered Animals Need Our Help,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Endangered Species', 'Threatened Species', 'Climate Change', 'Animals']",['Activism'],https://www.dailygrabback.com/todays-grab-1/2017/5/19/endangered-animals-need-our-help
"May 18, 2017","Your DGB for today is to contact your congressional representative and ask them to vote yes on
[H.R. 653; the Federal Intern Protection Act](https://www.congress.gov/bill/115th-congress/house-bill/653)
.
This bill, introduced by Congressman Elijah Cummings (D-MD-7), explicitly extends federal employment discrimination and mistreatment protections to unpaid interns in the workplace. It passed the House Oversight and Government Reform Committee on April 4th and is headed for the House floor.
[https://www.congress.gov/bill/115th-congress/house-bill/653](https://www.congress.gov/bill/115th-congress/house-bill/653)
You can use
[Countable](https://www.countable.us/)
or
[Resistbot](https://resistbot.io/)
to register your support for this act, which White House interns will probably need when the administration inevitably gets grabby.",2017-06-07 01:49:58.486473,,"www.google.com/maps?q=40.7207559,-74.00076130000002",Federal Intern Protection Act,Parsed www.dailygrabback.comfor training data,,[],dailygrabback.com,"['DGB', 'Workplace', 'Federal Intern Protection Act', 'Congress', 'Internship']",['Politics'],https://www.dailygrabback.com/todays-grab-1/2017/5/18/federal-intern-protection-act
